ts,scenario,cpu,ram,net_in_bps,net_out_bps,disk_read_bps,disk_write_bps,gpu_util,gpu_mem_used_mb,gpu_power_w,gpu_temp_c,gpu_clock_mhz,p1_cpu,p1_rss_mb,p1_threads,p1_age_s,p2_cpu,p2_rss_mb,p2_threads,p2_age_s,p3_cpu,p3_rss_mb,p3_threads,p3_age_s,p4_cpu,p4_rss_mb,p4_threads,p4_age_s,p5_cpu,p5_rss_mb,p5_threads,p5_age_s
2026-02-13T21:05:58,gaming,6.3,30.7,0.0,0.0,0.0,0.0,0.0,1565.5859375,50.712,48.0,1815.0,96.6,38.44921875,4,0.744504451751709,9.5,4.78125,404,1771005956.7100365,6.2,366.796875,238,16815.168840169907,4.3,135.17578125,148,16819.18404197693,3.2,307.546875,85,16817.026748418808
2026-02-13T21:05:59,gaming,5.1,30.7,1254.2957998566358,734.480674841423,1663967.5289226468,15016.604043656758,0.0,1565.4609375,51.053,48.0,1815.0,99.3,38.98046875,4,2.3180785179138184,9.1,148.38671875,99,16713.123052358627,6.7,30.3515625,14,16818.437062501907,4.5,170.86328125,49,16713.531274795532,1.1,22.61328125,5,16817.39808154106
2026-02-13T21:06:01,gaming,7.6,30.7,213.2643083790506,1766.0514948774974,39965.45261336038,72080.54846338212,3.0,1565.4609375,53.005,49.0,1815.0,98.8,38.40625,4,3.7571194171905518,19.0,152.3203125,23,16713.203691244125,11.2,366.8046875,238,16817.96826982498,6.5,4.78125,405,1771005959.7492392,4.5,309.5234375,85,16819.833350419998
2026-02-13T21:06:02,gaming,9.1,30.7,18556.241395084853,5409.4478583539485,0.0,48137.467037632465,3.0,1565.4609375,52.864,49.0,1815.0,100.0,39.015625,4,5.084316968917847,16.8,493.6171875,12,1585.6171803474426,15.8,366.2109375,238,16819.25129723549,10.6,4.78125,405,1771005961.0779562,10.6,151.43359375,23,16714.533896446228
2026-02-13T21:06:03,gaming,13.6,30.9,5415.818549892995,732.2923464392851,0.0,522913.64151136065,4.0,1562.0234375,52.737,49.0,1815.0,135.9,557.91796875,11,1586.9604070186615,100.6,39.015625,4,6.436249017715454,9.4,4.78125,405,1771005962.4150171,7.0,135.3125,148,16824.885707378387,6.9,59.12890625,33,16824.849978208542
2026-02-13T21:06:04,gaming,6.8,30.9,1346.8704349159586,2665.1912471466662,0.0,84265.05105030315,3.0,1557.671875,52.948,49.0,1815.0,99.4,38.41796875,4,7.614264249801636,20.6,366.2109375,238,16821.83704686165,13.4,470.59375,25,16789.46965622902,7.3,150.8671875,23,16717.037962198257,6.4,309.72265625,85,16823.702637434006
2026-02-13T21:06:06,gaming,8.3,31.1,3750.5692169244744,2355.2957304636825,8096833.779696864,241024.2341213687,3.0,1536.53125,53.721,49.0,1815.0,99.1,38.4296875,4,8.90778923034668,24.9,366.4609375,241,16823.152815818787,7.4,265.0078125,97,16791.723395109177,7.2,135.3984375,148,16827.360277414322,4.9,179.3359375,35,16792.166546344757
2026-02-13T21:06:07,gaming,8.7,31.1,5817.802759720645,4899.244000869964,1519156.8196031996,308128.9519344627,3.0,1528.78125,52.99,49.0,1815.0,99.2,39.046875,4,10.167933702468872,13.2,308.3515625,85,16826.208789348602,9.9,135.33203125,148,16828.62177491188,4.9,4.78125,405,1771005966.1636522,3.7,59.12890625,33,16828.567583322525
2026-02-13T21:06:08,gaming,5.2,31.1,1196.014616685704,741.9720307216867,3042170.512185175,679527.1194243014,3.0,1527.59375,53.39,49.0,1815.0,101.1,38.44921875,4,11.342643022537231,20.8,326.91015625,85,16827.411103248596,16.3,129.73046875,48,16803.260470867157,6.3,473.32421875,25,16793.15129184723,2.7,4.78125,405,1771005967.337044
2026-02-13T21:06:10,gaming,10.0,31.2,1478.207959882005,1680.328635894086,44015954.36226822,919873.6543838708,3.0,1540.65625,53.034,50.0,1815.0,98.8,38.45703125,4,12.592462539672852,47.0,321.67578125,90,16828.721908569336,10.0,135.36328125,148,16831.04458117485,7.5,130.0625,48,16804.724635124207,3.8,4.78125,405,1771005968.586094
2026-02-13T21:06:11,gaming,17.2,32.0,20016.9207917659,7334.8839332039315,29506457.557141997,1743423.5285848794,4.0,1535.65625,53.119,50.0,1815.0,99.8,39.078125,4,14.18933653831482,43.5,122.109375,18,3.6521403789520264,35.7,374.98828125,278,16827.3308801651,17.7,319.02734375,90,16830.299046993256,14.7,113.109375,57,16828.924119710922
2026-02-13T21:06:13,gaming,22.8,32.6,11057.938601926151,3785.1231756668076,48329173.43040262,1339697.7792209578,3.0,1533.15625,53.196,50.0,1815.0,99.8,38.46875,4,15.708052635192871,46.4,141.9296875,17,5.065836429595947,34.3,325.21875,90,16831.80229663849,17.6,4.78125,405,1771005971.6923244,11.8,115.6640625,64,16830.385297060013
2026-02-13T21:06:14,gaming,11.8,35.0,38257.678791710176,11253.21429534917,5734040.039414169,2049249.0254953096,4.0,1530.65625,52.954,50.0,1815.0,99.6,39.1171875,4,17.05707335472107,47.3,62.19140625,6,4.252612113952637,29.1,109.65234375,62,16831.725420236588,22.0,321.03515625,90,16833.150938510895,10.6,959.5703125,20,6.398748159408569
2026-02-13T21:06:15,gaming,10.6,35.0,17385.056141384048,5161.981258583347,9790139.295844844,329930.6407715809,4.0,1525.65625,52.904,50.0,1815.0,100.7,39.12890625,4,18.37559199333191,49.2,38.55859375,6,6.303475379943848,14.4,323.63671875,90,16834.450532197952,7.1,4.78125,405,1771005974.3659005,6.0,61.5625,5,4.801068067550659
