ts,scenario,cpu,ram,net_in_bps,net_out_bps,disk_read_bps,disk_write_bps,gpu_util,gpu_mem_used_mb,gpu_power_w,gpu_temp_c,gpu_clock_mhz,p1_cpu,p1_rss_mb,p1_threads,p1_age_s,p2_cpu,p2_rss_mb,p2_threads,p2_age_s,p3_cpu,p3_rss_mb,p3_threads,p3_age_s,p4_cpu,p4_rss_mb,p4_threads,p4_age_s,p5_cpu,p5_rss_mb,p5_threads,p5_age_s
2026-02-15T02:29:09,Spotify,9.9,29.2,2962.165251899921,1864.1950393098489,140266.2297315847,87666.39358224043,1.0,1614.5703125,51.74,49.0,1815.0,99.0,39.25,4,2.499666929244995,46.0,296.62890625,36,72.58210468292236,21.6,81.3984375,148,37623.59672999382,12.9,123.23046875,99,72.85207056999207,7.2,258.8359375,93,70.80928754806519
2026-02-15T02:29:11,Spotify,11.2,29.1,982.4751661074431,1750.0338896288831,11563.845633264618,217544.8459757906,1.0,1638.6875,51.515,49.0,1815.0,98.0,39.5703125,4,4.824570417404175,74.0,322.703125,36,75.11857843399048,27.2,81.35546875,148,37626.41532874107,20.3,137.046875,99,75.39094305038452,12.7,258.62109375,93,73.51659989356995
2026-02-15T02:29:13,Spotify,15.7,29.6,3559581.1011668667,40416.13857495489,477724.40902167093,934494.2256611176,0.0,1625.8125,51.167,49.0,1815.0,99.0,39.6015625,4,7.3793864250183105,59.3,653.10546875,14,38.91332530975342,34.9,275.25,103,76.15325284004211,25.7,81.40234375,148,37628.97255539894,20.1,312.23828125,36,77.13434147834778
2026-02-15T02:29:15,Spotify,9.3,29.5,1061.66118585,689.0086438435243,1183560.4157673055,5569621.051353258,0.0,1623.6875,51.376,50.0,1815.0,98.9,39.6015625,4,9.322102069854736,22.0,81.37109375,148,37630.95291996002,21.9,315.06640625,36,79.05979251861572,6.2,4.08984375,411,1771111753.8970706,5.7,136.69921875,99,79.34184122085571
2026-02-15T02:29:17,Spotify,8.8,29.5,2452169.1813166235,27821.189654430265,8500.025571517275,2616679.7470317716,0.0,1623.0625,51.236,50.0,1815.0,100.1,38.8671875,4,11.101999998092651,19.4,81.3359375,148,37632.88347387314,8.9,4.08984375,411,1771111755.8236399,7.4,277.2421875,103,79.94512224197388,6.2,66.1015625,37,37602.77707028389
2026-02-15T02:29:19,Spotify,6.9,29.5,4118916.0889603123,11363.093076107774,130713.18141551138,4464672.10272356,1.0,1617.625,51.454,50.0,1815.0,99.7,39.60546875,4,13.029267072677612,28.3,320.140625,36,82.91073250770569,15.9,81.3515625,148,37634.65185379982,12.0,65.9453125,37,37604.85932922363,8.1,16.0234375,13,37632.53281855583
2026-02-15T02:29:21,Spotify,10.4,29.6,7364.470029055398,4356.117453632573,757056.056776733,8566275.123062827,0.0,1617.625,51.166,50.0,1815.0,99.6,39.609375,4,14.960224151611328,20.7,81.33984375,148,37636.75736284256,6.1,66.00390625,37,37606.65422606468,6.0,4.09375,411,1771111759.6854694,4.8,292.80859375,89,37634.422827243805
2026-02-15T02:29:23,Spotify,6.6,29.4,1418.5818651491188,3971.4718228634465,9132.434294146626,201198.94304291785,0.0,1617.125,51.332,50.0,1815.0,99.3,39.6328125,4,16.72152829170227,14.2,81.30859375,148,37638.52141404152,7.2,66.00390625,37,37608.40134692192,6.2,16.05078125,13,37636.22072434425,4.4,4.09375,411,1771111761.4669924
2026-02-15T02:29:24,Spotify,6.2,29.4,712.3347973882167,302.8143875536953,0.0,100998.11527276623,0.0,1616.875,51.231,51.0,1815.0,99.2,38.90234375,4,18.43800401687622,13.5,81.36328125,148,37640.25199723244,5.5,66.00390625,37,37610.118134498596,4.5,16.0625,14,37637.950926065445,1.8,21.52734375,36,37640.28052210808
2026-02-15T02:29:26,Spotify,6.3,29.4,390.7719052681688,153.76527633333268,77543.9444678894,373809.16741581797,0.0,1616.25,51.28,51.0,1815.0,100.4,39.640625,4,20.16611886024475,15.3,81.34375,148,37641.98440814018,9.0,266.77734375,95,37611.964782476425,4.5,16.0625,13,37639.67454910278,3.6,6.0859375,4,37629.938435316086
