ts,cpu,ram,net_in_bps,net_out_bps,disk_read_bps,disk_write_bps,gpu_util,gpu_mem_used_mb,gpu_power_w,gpu_temp_c,gpu_clock_mhz,p1_cpu,p1_rss_mb,p1_threads,p1_age_s,p2_cpu,p2_rss_mb,p2_threads,p2_age_s,p3_cpu,p3_rss_mb,p3_threads,p3_age_s,p4_cpu,p4_rss_mb,p4_threads,p4_age_s,p5_cpu,p5_rss_mb,p5_threads,p5_age_s
2026-05-14 18:56:24,100.0,58.3,34449.59404519083,11101.33737081818,0.0,181125.8699587697,0.0,0.0,0.0,0.0,0.0,932.6,45.93359375,19.0,4450.0699644088745,88.5,23.6640625,3.0,-775.4110305309296,15.8,0.1640625,279.0,1778775200.011528,10.7,125.03515625,29.0,-666.5983581542969,9.2,659.37109375,38.0,-470.8859438896179
2026-05-14 18:56:25,100.0,58.3,34449.59404519083,11101.33737081818,0.0,181125.8699587697,0.0,0.0,0.0,0.0,0.0,932.6,45.93359375,19.0,4450.0699644088745,88.5,23.6640625,3.0,-775.4110305309296,15.8,0.1640625,279.0,1778775200.011528,10.7,125.03515625,29.0,-666.5983581542969,9.2,659.37109375,38.0,-470.8859438896179
2026-05-14 18:56:26,100.0,58.3,34449.59404519083,11101.33737081818,0.0,181125.8699587697,0.0,0.0,0.0,0.0,0.0,932.6,45.93359375,19.0,4450.0699644088745,88.5,23.6640625,3.0,-775.4110305309296,15.8,0.1640625,279.0,1778775200.011528,10.7,125.03515625,29.0,-666.5983581542969,9.2,659.37109375,38.0,-470.8859438896179
2026-05-14 18:56:27,100.0,58.3,34449.59404519083,11101.33737081818,0.0,181125.8699587697,0.0,0.0,0.0,0.0,0.0,932.6,45.93359375,19.0,4450.0699644088745,88.5,23.6640625,3.0,-775.4110305309296,15.8,0.1640625,279.0,1778775200.011528,10.7,125.03515625,29.0,-666.5983581542969,9.2,659.37109375,38.0,-470.8859438896179
2026-05-14 18:56:28,100.0,58.3,34449.59404519083,11101.33737081818,0.0,181125.8699587697,0.0,0.0,0.0,0.0,0.0,932.6,45.93359375,19.0,4450.0699644088745,88.5,23.6640625,3.0,-775.4110305309296,15.8,0.1640625,279.0,1778775200.011528,10.7,125.03515625,29.0,-666.5983581542969,9.2,659.37109375,38.0,-470.8859438896179
2026-05-14 18:56:29,100.0,58.3,34449.59404519083,11101.33737081818,0.0,181125.8699587697,0.0,0.0,0.0,0.0,0.0,932.6,45.93359375,19.0,4450.0699644088745,88.5,23.6640625,3.0,-775.4110305309296,15.8,0.1640625,279.0,1778775200.011528,10.7,125.03515625,29.0,-666.5983581542969,9.2,659.37109375,38.0,-470.8859438896179
2026-05-14 18:56:30,100.0,58.3,34449.59404519083,11101.33737081818,0.0,181125.8699587697,0.0,0.0,0.0,0.0,0.0,932.6,45.93359375,19.0,4450.0699644088745,88.5,23.6640625,3.0,-775.4110305309296,15.8,0.1640625,279.0,1778775200.011528,10.7,125.03515625,29.0,-666.5983581542969,9.2,659.37109375,38.0,-470.8859438896179
2026-05-14 18:56:31,100.0,58.3,34449.59404519083,11101.33737081818,0.0,181125.8699587697,0.0,0.0,0.0,0.0,0.0,932.6,45.93359375,19.0,4450.0699644088745,88.5,23.6640625,3.0,-775.4110305309296,15.8,0.1640625,279.0,1778775200.011528,10.7,125.03515625,29.0,-666.5983581542969,9.2,659.37109375,38.0,-470.8859438896179
2026-05-14 18:56:32,100.0,58.3,34449.59404519083,11101.33737081818,0.0,181125.8699587697,0.0,0.0,0.0,0.0,0.0,932.6,45.93359375,19.0,4450.0699644088745,88.5,23.6640625,3.0,-775.4110305309296,15.8,0.1640625,279.0,1778775200.011528,10.7,125.03515625,29.0,-666.5983581542969,9.2,659.37109375,38.0,-470.8859438896179
2026-05-14 18:56:33,100.0,58.3,34449.59404519083,11101.33737081818,0.0,181125.8699587697,0.0,0.0,0.0,0.0,0.0,932.6,45.93359375,19.0,4450.0699644088745,88.5,23.6640625,3.0,-775.4110305309296,15.8,0.1640625,279.0,1778775200.011528,10.7,125.03515625,29.0,-666.5983581542969,9.2,659.37109375,38.0,-470.8859438896179
2026-05-14 18:56:34,100.0,58.3,34449.59404519083,11101.33737081818,0.0,181125.8699587697,0.0,0.0,0.0,0.0,0.0,932.6,45.93359375,19.0,4450.0699644088745,88.5,23.6640625,3.0,-775.4110305309296,15.8,0.1640625,279.0,1778775200.011528,10.7,125.03515625,29.0,-666.5983581542969,9.2,659.37109375,38.0,-470.8859438896179
2026-05-14 18:56:35,100.0,58.3,34449.59404519083,11101.33737081818,0.0,181125.8699587697,0.0,0.0,0.0,0.0,0.0,932.6,45.93359375,19.0,4450.0699644088745,88.5,23.6640625,3.0,-775.4110305309296,15.8,0.1640625,279.0,1778775200.011528,10.7,125.03515625,29.0,-666.5983581542969,9.2,659.37109375,38.0,-470.8859438896179
2026-05-14 18:56:36,100.0,58.3,34449.59404519083,11101.33737081818,0.0,181125.8699587697,0.0,0.0,0.0,0.0,0.0,932.6,45.93359375,19.0,4450.0699644088745,88.5,23.6640625,3.0,-775.4110305309296,15.8,0.1640625,279.0,1778775200.011528,10.7,125.03515625,29.0,-666.5983581542969,9.2,659.37109375,38.0,-470.8859438896179
2026-05-14 18:56:37,100.0,58.3,34449.59404519083,11101.33737081818,0.0,181125.8699587697,0.0,0.0,0.0,0.0,0.0,932.6,45.93359375,19.0,4450.0699644088745,88.5,23.6640625,3.0,-775.4110305309296,15.8,0.1640625,279.0,1778775200.011528,10.7,125.03515625,29.0,-666.5983581542969,9.2,659.37109375,38.0,-470.8859438896179
2026-05-14 18:56:38,100.0,58.3,34449.59404519083,11101.33737081818,0.0,181125.8699587697,0.0,0.0,0.0,0.0,0.0,932.6,45.93359375,19.0,4450.0699644088745,88.5,23.6640625,3.0,-775.4110305309296,15.8,0.1640625,279.0,1778775200.011528,10.7,125.03515625,29.0,-666.5983581542969,9.2,659.37109375,38.0,-470.8859438896179
2026-05-14 18:56:39,100.0,58.3,34449.59404519083,11101.33737081818,0.0,181125.8699587697,0.0,0.0,0.0,0.0,0.0,932.6,45.93359375,19.0,4450.0699644088745,88.5,23.6640625,3.0,-775.4110305309296,15.8,0.1640625,279.0,1778775200.011528,10.7,125.03515625,29.0,-666.5983581542969,9.2,659.37109375,38.0,-470.8859438896179
2026-05-14 18:56:40,100.0,58.3,34449.59404519083,11101.33737081818,0.0,181125.8699587697,0.0,0.0,0.0,0.0,0.0,932.6,45.93359375,19.0,4450.0699644088745,88.5,23.6640625,3.0,-775.4110305309296,15.8,0.1640625,279.0,1778775200.011528,10.7,125.03515625,29.0,-666.5983581542969,9.2,659.37109375,38.0,-470.8859438896179
2026-05-14 18:56:41,100.0,58.3,34449.59404519083,11101.33737081818,0.0,181125.8699587697,0.0,0.0,0.0,0.0,0.0,932.6,45.93359375,19.0,4450.0699644088745,88.5,23.6640625,3.0,-775.4110305309296,15.8,0.1640625,279.0,1778775200.011528,10.7,125.03515625,29.0,-666.5983581542969,9.2,659.37109375,38.0,-470.8859438896179
2026-05-14 18:56:42,100.0,58.3,34449.59404519083,11101.33737081818,0.0,181125.8699587697,0.0,0.0,0.0,0.0,0.0,932.6,45.93359375,19.0,4450.0699644088745,88.5,23.6640625,3.0,-775.4110305309296,15.8,0.1640625,279.0,1778775200.011528,10.7,125.03515625,29.0,-666.5983581542969,9.2,659.37109375,38.0,-470.8859438896179
2026-05-14 18:56:43,100.0,58.3,34449.59404519083,11101.33737081818,0.0,181125.8699587697,0.0,0.0,0.0,0.0,0.0,932.6,45.93359375,19.0,4450.0699644088745,88.5,23.6640625,3.0,-775.4110305309296,15.8,0.1640625,279.0,1778775200.011528,10.7,125.03515625,29.0,-666.5983581542969,9.2,659.37109375,38.0,-470.8859438896179
2026-05-14 18:56:44,100.0,58.3,34449.59404519083,11101.33737081818,0.0,181125.8699587697,0.0,0.0,0.0,0.0,0.0,932.6,45.93359375,19.0,4450.0699644088745,88.5,23.6640625,3.0,-775.4110305309296,15.8,0.1640625,279.0,1778775200.011528,10.7,125.03515625,29.0,-666.5983581542969,9.2,659.37109375,38.0,-470.8859438896179
2026-05-14 18:56:45,100.0,58.3,34449.59404519083,11101.33737081818,0.0,181125.8699587697,0.0,0.0,0.0,0.0,0.0,932.6,45.93359375,19.0,4450.0699644088745,88.5,23.6640625,3.0,-775.4110305309296,15.8,0.1640625,279.0,1778775200.011528,10.7,125.03515625,29.0,-666.5983581542969,9.2,659.37109375,38.0,-470.8859438896179
2026-05-14 18:56:46,100.0,58.3,34449.59404519083,11101.33737081818,0.0,181125.8699587697,0.0,0.0,0.0,0.0,0.0,932.6,45.93359375,19.0,4450.0699644088745,88.5,23.6640625,3.0,-775.4110305309296,15.8,0.1640625,279.0,1778775200.011528,10.7,125.03515625,29.0,-666.5983581542969,9.2,659.37109375,38.0,-470.8859438896179
2026-05-14 18:56:47,100.0,58.3,34449.59404519083,11101.33737081818,0.0,181125.8699587697,0.0,0.0,0.0,0.0,0.0,932.6,45.93359375,19.0,4450.0699644088745,88.5,23.6640625,3.0,-775.4110305309296,15.8,0.1640625,279.0,1778775200.011528,10.7,125.03515625,29.0,-666.5983581542969,9.2,659.37109375,38.0,-470.8859438896179
2026-05-14 18:56:48,100.0,58.3,34449.59404519083,11101.33737081818,0.0,181125.8699587697,0.0,0.0,0.0,0.0,0.0,932.6,45.93359375,19.0,4450.0699644088745,88.5,23.6640625,3.0,-775.4110305309296,15.8,0.1640625,279.0,1778775200.011528,10.7,125.03515625,29.0,-666.5983581542969,9.2,659.37109375,38.0,-470.8859438896179
